text,gender
My view from my studio desk. It's so beautiful and the different shades of light throughout the dayÛ_ https://t.co/bzzfPCdLHJ,female
Why the fuck did I renew for another 6 months?,male
"@MarkSepticeyed he nodded and rifled through the drawer, kneeling down on all fours and slowly stretching himself.",male
"EVERYDAYILOVEYOU Forevermore

and what makes it last

#PushAwardsLizQuens",female
Kindred's Special: Those Dems support Hillary in hopes of reaping top positions and power https://t.co/hCv1CPh9IQ,male
Get Weather Updates from The Weather Channel. 15:40:05,female
Laura and Carmilla in 2x05. You're welcome. https://t.co/7MzcDC7aS0,female
You are the one who teaches other people how to treat you. What do you teach? - Chalene Johnson #quote,male
Got a Skype! IÛªm Nikkoleon on there and I ONLY use the instant message thing on there. ;w; So add me and chat with me sometime!,female
Discover Seven of the best Doggy-Style Positions: https://t.co/h4mMPlFa39 https://t.co/Zjl9SKrvGi,female
"""And more..."" Like trolling for #gunsense arguments? May I ask what was that point?
@Lightcaster88 @GregCampNC",male
@TheTributeAct Time to email your friends and get them to participate in this vital poll! You don't want to let that lot win do you?,male
@Chic_Happens_ @RoyalObsessed I thot the surgery rumors were confirmed by the dress this morning. Very body contouring.,female
Nanny and grandad Pledger,female
"EVERYDAYILOVEYOU Forevermore

and what makes it last

#PushAwardsLizQuens",female
"Music and chill 

By myself _Ù÷Ó",female
"Kendrick is not a headliner in certain areas and with more popular artists on the bill, folks gotta realize that, stop making him look crazy",male
@TattooedNought Jack. The badass!,male
#Twitition Bring The Get Weird Tour to France https://t.co/LL7mGYCTeg,female
You gotta some big balls to spit on somebody Bruh that shit a get you kilt right there and then,male
7 new unfollowers and 5 new followers (hello! hello!) in the last week. Via https://t.co/WL2CRq09dV,male
"Build a Transforming Workbench, Desk, and Storage Unit: If you donÛªt have a lot of space, you need to make creative use of what you h...",female
@i_Author In no way could tearing the building down eliminate the crime and hatred that had invaded our neighborhood since they had arrived.,female
"#Socialism is a faulty, decadent theory from top to bottom, violating the #LawsOfEconomics and human decency.",male
"Sunday photo shoot with @shainafishman and nataliemhayes @ New York, New York https://t.co/a6R4rp8PJA",male
@S_Russell17  Best wishes and prayers for a speedy recovery. God bless you!,female
@JonahGreen so are we supposed to play the song in the background and then film it?,female
Good volume and energy!! #comm1110gsw,female
"@DeductiveSH 
*Smile and pet your curls*",female
"@rheannonpratt thanks, might need a few tissues by the sounds of it",male
"If E news says it, it must be true... Right???

Thank you love for sending me this article, you're dee best... https://t.co/J9u2tLNqSm",female
"Read about pressing issues of CEOs, CFOs and CIOs  and how they deal with them - today's WSJ Report, C-Suite Strategies. Great insights.",female
Being Childish And Ignorant Got You This,male
@BRios82 I just don't think a blanket ban of certain types and styles of firearms is the solution.,male
Iggy Azalea Showing Off Her Camel Toe And B00ty!!! https://t.co/DBjYrBk3ND https://t.co/XFgDtdjHsi,female
@SkyNews why the fuck she gotta be blonde? O.o,female
The happiest little polar bear that you ever did see _ÙÕª https://t.co/fARDtiWsRE,female
he really thinks that i dont understand what he's doing lol. does he not know i literally taught him the game he's playing?,male
"@gm_ziegler I came across this ""game"" and figured you would enjoy it as well! Give it a try https://t.co/SXIyoQG65Z",male
Towie Lydia shuld just fuck off too demanding thinks shes so special always I never arg always me me me and what's her weird mouth all about,female
If I was in O'Brien's presser I'd ask why he was running Arian Foster in the fourth quarter of a blowout loss... #texans,male
And its only Monday _Ù÷_Ù_ã,male
"@kc_pgee ""the things I would do at that party if I got a text like this"" ok same",female
IÛªve entered the #NetflixUK competition to win the latest tech pack!  https://t.co/MADl8et1Py,female
"Miss the time , miss you , miss when you hold my hand and never leave me :'(",female
i've decided i want to paint my room white and get rid of... everything,female
@rc2wentyseven thank you Thalaya! You're the sweetest! Hope you're well xxxx,female
"EVERYDAYILOVEYOU Forevermore

and what makes it last

#PushAwardsLizQuens",male
This is the funniest crap I've seen on my TL today_Ù÷â_Ù÷â_Ù÷â_Ù÷__ÙÕÛ https://t.co/FMvkXq97Y2,female
"He replied ""Told my main chick my Cousin works there and told the side chick that he was bringing his cousin to eat at the restaurant"" _Ù÷©_Ù÷©_Ù÷©_Ù÷©",male
I found two more EPCOT center logo pins but both seem to be fakes. One very light and one is aaallll scratched up. Didn't notice until later,female
When he goes with his dad for the weekend and comes back dressed just like him _Ù÷â_Ù÷â_Ù÷â https://t.co/BL2wrIZ2Hv,female
@strombo sat down w/@max_domi &amp; @aduclair10 Part 1 - https://t.co/1DLEKumcxP  Part 2 - https://t.co/WAuAnfxLKC @RichNairn9 @anthonydleblanc,male
New fireplace tomo and new sofa arriving in next couple weeks. #happyhome,female
She actin like a whore and I'm gone let her,female
@donny_duplooy @Rochelle006 @MarthinusVVS marched is a strong word and I suggest you go red that statement again.,male
Do you know who are awesome? My 23 new followers in the last day! Growing with https://t.co/hubgfvDOTR,male
I have tried a thousand times and i have failed a thousand times,male
i have a halloween party thing tomorrow and im scared no one is dressing up im sTRESSED,female
One of the all time most concise explanations of ideology:   https://t.co/5eiXfjebI0,male
holy shit it's so nice to not have to make excuses for the boy you're with like.. i never realized just how much i put up with / settled for,female
Another late evening at the library 'cause I put off work till the last min and - there's a girl from my group doing the same 2 tables over.,female
bear doll walking away on its arm and leg with the other leg walking away like it's the head. ok,male
Expert Tips and Advice: How to give mind-blowing oral sex. https://t.co/Tmqu5TuFP6,female
"If you don't ask or try, the answer will always be no.",female
"@HenryEllisSM I appreciate the follow Henry and hope you enjoy my tweets.  Until then, hope you have a great week.",female
I forgot to submit my senior class sweatshirt idea and I feel hella guilty now,female
"@imabadboii get some tissue paper cut them up and tape them to your clothes, bam piÌ±ata costume.",female
@sunfIorist I USD TO THINK THE SAMR THING I HATED THAT STORE WHEN I WAS YOUNGER,female
@Andy_The_Avgeek @HelenTodd3 @Sir_Carlos89 Sylvie Guillem and Anna Pavlova _Ù_Ò_ÙÔ,female
Some of y'all ninjas really are doing the most/corniest to get noticed lmfao,male
The new McKenney https://t.co/pmh7GqE3ZQ,male
"ÛÏThe only limits are, as always, those of vision.Û ÛÒ James Broughton",male
"EVERYDAYILOVEYOU Forevermore

and what makes it last

#PushAwardsLizQuens",female
"@xCelice hey, my name is emilia and i`am from germany ( dortmund )",female
@bethneilson12 happy birthday Beth!! Hope you had the best day _ÙÕÏ_ÙÕÏ_ÙÕÏ_ÙÕÏ,female
Got in the elevator today and it broke _Ù÷É #myluck,male
Someone please tell me why the fuck everyone is suddenly following me on insta,female
I get the best view of fireworks from my house,female
"I like it when the world is so quiet,it puts my mind at ease,my neighbourhood is the best,just hearing crickets and insects.",female
"@Adele you still need to write a song as sad, heartbreaking and tragic as Someone Like You though.",male
If you ever feel sad just remember that the earth is 4.5 billion years old and you just managed to live at the same time as Justin Bieber,male
I Really Could I really would and I really should smh https://t.co/P0fMPWuWVP,male
when ur bank account is finally starting to look right and your birthday around the corner _Ù÷ä,male
"@Lion_hearted_26 She shouldn't have gotten on Twitter. Her replies were disgraceful. She can't win. Embarrassing herself, Cole and the team",male
@TWC_Help Internet still moving slow and the 5 ghz light is still blinking,male
"have in our police reports realism pushed to its extreme limits, and yet",male
Luncheon: Virat With Anushka And Her Family https://t.co/vijsNhQXei,male
another fight at the forest,female
"@CoqBlocker shit yeah thats very true, will do when im back in england! and thank you man, same to you",male
#mcg #cmk the movement fr ' and stop all this fake claiming yall ain't with the gang _ÙÕøÝ_ü_ÙÉ¡_Ù Ð,male
Used @Uber_Canada the 1st time today. Crazy simple. Sign up using my promo code and get CA$20 off your first ride! https://t.co/twhJDa2tKA,male
Coffee and Tea on Tap https://t.co/OrApujld4A,female
"@Harry_Styles thank you for being so genuine and an incredible human. You're so selfless and humble, would you mind following me? ÛÓ 108,650",male
"@natashalnei and I quote @LulitaAnn ""PFFFTSH, gurrrl.. I knOw Spanish!"" _Ù÷â_Ù__Ù÷â_Ù÷ä",female
Locked myself out wearing the thinest of tops÷¼ü÷¼ü,female
"Turn on BBC parliament if you enjoy MPs talking tampons, condoms and tax.",female
the most helpful class I've ever taken was typing,male
@queenmachine67 @dunkys2 Bigger than the club!!!! Just let that sink in,male
"Get the idis in the sheets, Imma eat and go to sleep",male
@WheyItsBilly my friendship and company.,male
Plan for the day..... Fuck! Where did the day go?  Guess I will take over the world tomorrow,female
I'm watching this week's twd and ready for what it brings me,male
If you don't like ranch and fries your a weirdo,male
"David Mansfield: ""Afghanistan doesn't have a comparative advantage if the drug trade was made legal, ditto countries like Vietnam."" #FALive",female
@mdaisey The fish don't look at each other.,female
"Week 8 Waiver Pickups, Rankings and Projections https://t.co/LkvmEGop0m https://t.co/e7ByriPUuL",male
"Gala Bingo clubs bought for å£241m: The UK's largest High Street bingo operator, Gala, is being taken over byÛ_ https://t.co/HzeeykJUd3",male
Doods are public universities in the US completely for free? Or do you have to pay for something?,female
Shawn and I talkin' all things chicken with Destry Jetton @arizonamidday ! #tourdecoops #vpaaz https://t.co/oJrna9UsCu,female
lmfao i went to submit a bug report and my game crashed,male
@TheHannaBeth answered . Im literally crying my heart and eyes out . She's amazing _ÙÕÏÂÝü,female
"You can come with , I'll teach u the bars and we'll have a great time",male
The always-awesome @laura_hudson nails it. The Walking Dead is good again.  https://t.co/10QPxKGJ8L,male
I post up and that's confident..,male
I can't make you appreciate me and I'm not going to try.,female
@xac @JILLERBEEZ I'd be interested to know how they are.  I've used all the big names for hosting my private link network except them,male
"@MsKgothatso_ after seeing the person i be like ""ahhh konje"" then memories come back. The good and bad",male
"@JakeBoys have you and @AdamWaithe opened y boxes from the London meet up they were black and white , there was a message for @EmilyCanham",female
@bbclaurak now Lady Hollis. If she wins this it will scupper the Bill?,male
Look at the #HouseofLords up so late for the #taxcredits vote; hope they've all had their ovaltine,female
I have two time conflicts this weekend and it basically the only people I care about seeing _Ù÷_,female
We Made A Bond From The Very Beginning I Found My Homie And My Bestfriend Ima Be There For You Till The Very End No Matter What_,female
Love the Atheon trips off of the tower joke part of one of the missions!,male
@danibeth_728 it's just for school work and home work,female
"Look forward to driving up to Mt. Airy to watch the Oak Hill vs. Hargrave PG team 
Should be a lot of fireworks",male
lost all my 1D videos and pics:(,female
"@OliviaEleni I couldn't be rich and unhappy tbh, I'd just buy something new",male
Lack of ideas &amp; his state has the lowest #IGR in 2014.  https://t.co/Kh9fsQRJ80,male
@HaileySkinner I feel ya. Apparently that's my go to when talking to cute people. That and making clicking noises/knee raising haha_Ù÷â,male
The micro reeking other qq rook of general utility superposition otherwise event: XdqV,female
@Cleverestcookie Not in the same way. They couldn't demand a nationwide rate. @clifford0584 @parthaskar,male
"Jus laidat_Ù÷Á_Ù÷¢ ""@TweetLikeNICOLE: Awww *puts ur head on my chest* @Alpacino_jay: Forget the brags and shii, i get hurt easily cos i'm too",male
"Why are we so afraid of this?! Stop listening to the bullshit and enjoy life. Eat what you like, stay relatively healthy and you'll be well.",female
The Digital Entrepreneur: The dream of building a business around digital products and services is as old as t... https://t.co/zyCaD9luLE,male
The PM has announced an aid of Rs 1 crore to the Edhi family's foundation https://t.co/vHV5GPqEqP,male
I just found selfies of Jace on my phone and I wanna post them so bad but he'd get mad. _Ù÷â_Ù÷â_Ù÷â_Ù÷â,female
"@ParkingCowboys @ParkingPranks Please note no matter what you may think, I am one individual and not ""the parking industry"" Views are my own",male
"me right after every lesson:

""I am going to practice so much this week and be super prepared for next time! _Ù÷_""

me the next day: lol",female
"@Harry_Styles

I like causing trouble up in hotel rooms
and having secret little rendez vous
So I'm perfect for you_

Follow me?÷È
573",male
"He called today, she passed away this weekend. Prayers to him and his family_Ù÷Ó",female
Yesterday's drop in on a wave that I consider to be packed with size and a sweet punch inspired me toÛ_ https://t.co/dmDFpBvLGt,female
Lmao shorty gotta reevaluate her life I'm a stranger man. No reason you should be taking the time out to twit pic me ya accomplishments,male
I'm at the front and center on Levo. Making a profile here is a must! @levoleague #levofrontandcenter https://t.co/tnUZxr5O9T,male
shout  to big brother Donnie Thomas Dontre for being there for me and my other love ones like Jamie Culclager... https://t.co/CNfNoaUhKR,male
#NowPlaying Waste The Night_ÙÎÎ_ÙÕÏ @5SOS,male
https://t.co/SiLSEuvXeA One of the greatest unsolved mysteries of all time! #TheZodiacKiller. https://t.co/w6jtUDVBC5,male
"CBS News ÛÜAfrican lion populations could be cut in half by 2035 CBS News Lion populations in West, Central and EastÛ_ https://t.co/eQBsUBk6Iq",female
I think I'm going to move to Colorado for the winter,male
Bae called me while cooking and invited me over to try the final product fnskjdd awww i hate exams they're ruining my life,female
Well being stuck at home sick def makes you think a lot about life changes and things that need to change for the better #LifeIsStrange,female
Wheats shirt was the real mvp today,male
And the last part of my notes! @JFbookman @ankurnagpal https://t.co/W5vts2AKjT,male
How Biases Affect Investor Behaviour by Kent Baker and Victor Ricciardi Downloadable PDF file https://t.co/VBu2d5Dzmc,male
I Just Voted for @onedirection for #ArtistOfTheYear Go Here https://t.co/kakGZF9C0M and Vote for your favorite!,male
"ÛÏHe doesn't deserve to become your puppet, @TeiguYatsufusa . Simply torture him and kill him. I'll even help you if I ever get unblocked.Û",male
"No #CSGO for me tonight. Played 3 games today and won them all, including a 16:2 stomp on Mirage. Happy about it.",male
@RealLeBlancM @twitter @verified Yes it is really him accepted the! @RealLeBlancM  I love you too _ÙÕ¥_ÙÕÝ_,male
"justin bieber's voice in #SORRY acoustic is so good! Can't wait to hear the whole new album and yes , I preordered it like 1 week ago _Ù÷ö_ÙÓ´_Ù÷©_Ù÷",male
"@RJRamirez_ @Affinitylife Problem is that I've said it, but your not listening, because I'm ""not a black woman."" Point and simple.",male
_Ù÷_Ù÷_Ù÷ this man makes my love for the game _Ùö soooooo REAL!  https://t.co/yw5LKXCq8x,female
"@TeganRich The only thing that makes us the same is the subscription sampling, we can't be any more different. We do not focus on retail",female
@MrProWestie @gustavhalling I personally think the vehicles should have proper spawns. I can see why they've done it that way but meh.,male
@BookMonsterAlly haha well i've been working on them since Esther drew the face for me! :) hehe thank you!,female
The little things you do always get me heated,male
@LukeMitchell__ I was broke before now I'm going to have to feed myself and my cat noodles for the rest of the year _Ù÷â_Ù÷â_Ù÷â,female
"So beautiful, I liked the vid before it even started _Ù÷â_ÙÔ_ÙÕ¥ @danimansuttii https://t.co/a3Dr9eyDD9",male
why did they call them vampires and not neckromancers,male
@misterjt I was also struck by the similarities in the footwork between swing/lindy and hip-hop.,female
@SuffragetteFilm FAB may not be a brutal in today's age and women have the vote but #equalpay still not reality @womenspire #stilltheneed,female
@alexmoore81 no the military is dif we give up some rights so we can protect others...cowards like you just roll over and spread legs,male
I've been sitting in my dorm since 12:30 to do homework and I've yet to do any homework.,female
"#Russian ,North Korean and #Chinese hackers have repeatedly penetrated U.S. digital security https://t.co/fEorWGCpTp",male
The Parent Trap https://t.co/jpTd0ga4Z2,female
Been getting hate on ask and wish my fave @MrMattWolfenden was online to cheer me up/make me smile _ÙÕÐ,female
I didn't know Facebook was hip to the MJ cry face LMFAOOOOOO https://t.co/ATPdaKGJ47,female
@SoraToHoshi @OfficialAQWWiki Seems like a waste having two staffs in the shop then... O_o,male
IT'S BEEN 15 LONG YEARS AND I CAN STILL HEAR HER VOICE  https://t.co/d9J34pmlpp #Marriage #Vows #Cheating #Caught https://t.co/SvPuyQdr4x,female
Photo: Elite Squad: The Enemy Within - JosÌ© Padilha | Action &amp; Adventure |490521733: Elite Squad 2 is a... https://t.co/hajijeG0OJ,female
When the rock announces your school holiday #onlyatmyschool,female
"Lmao ""we had sex...and prayed after"" CUH...LMAAOOOOOO ITS NOT FUNNY BUT DAMN...SHE LET HIM BEAT SO IM MEAN...WHAT?",male
happy birthday to the funniest person alive. I hope your day is incredible_ü_Ù_ä @abwalz,female
honestly sometimes I think I have my life together but then I find myself paying for my food in stolen dimes and nickels (: (: (: (: (: (:,female
"Sometimes I'm just like, ""can you NOT bug me before 3 pm..."" 
And other times I'm like, ""why you still sleeping it's already like 9 am!!""",female
"@stillgray @EnwroughtDreams Trolls know how to bait the media, it's like pumpkin spice and white girls in uggs, they can't resist the bait.",male
When you're sick and your dog loves you bunches _Ù÷â÷¼ü_Ù÷â https://t.co/FzQ3AZfkpQ,female
"NY suspects Verizon, TWC, and Cablevision of slowing Internet traffic - Ars Technica https://t.co/325bFFFkw8",female
"The 5th Wave is such a good story, a sister trying to find her brother, a boy trying to fight how he was born, and trying to keep promises _ÙÕ¥",female
the wise healers know- no need repressing or imposing in order to heal... https://t.co/WN3ohjQQoE,male
And this from a backup LB.ha-ha.,male
Showing support for cancer victims on instagram. Please like and retweet this post to show your support on twitter https://t.co/wMZuBirnIB,male
I seen the color red and was like wowza then I seen the girls up close and was like https://t.co/8RnXVgf4qk,female
"Hope you enjoyed 2.5, new mixtape and the ""Art LP"" coming soon I thank you for all interactions and support @RyanGStott @Upcoming_HipHop",male
Andddd I've lost count of how many times I've already watched the @AlmostAdultsMov trailer......someone help meeeeeeeeee,female
@niayourhighness gone hop on top of that and make enough for two,male
"""@buckssociology : What are human rights? @rights_info video: https://t.co/P0BaPa7LzT
Join the campaign: https://t.co/dakcrAM6yj""",female
I Just Voted for @justinbieber for #ArtistOfTheYear Go Here https://t.co/p22VWg6vMU and Vote for your favorite!  _Ù÷,male
I liked a @YouTube video from @totalbiscuit https://t.co/MFV0vhQqg4 The Co-Optional Podcast Animated: Privileged [strong language],male
"""How To Bring Art and Science to Managing a Content Calendar""  https://t.co/BZlOZfS2NC #marketing #feedly",male
Hot chocolate and cake with this little wannabe lesbian @Laurenpike95 _Ù÷â,female
@__UncleElroy yeah by both day is nov 1! So I invited a bunch of people to j Alexanders on Halloween and we got the hotel to kick it,female
2 years later and I'm still crushin so hard _Ù÷©_Ù÷ https://t.co/Jaa5jdO2bZ,female
@trinatriceee I was already annoyed and I was like really. You doing all of that. I was a good 5 feet away from her too,female
"Funny thing is I'm actually trying too like goin hard for it, God sees my struggles hard work and perseverance will get me through this",male
@ContinuedSearch @BestOfMeech but I think that was the joke lmao,male
"hi angel @NiallOfficial; i love all the tracks from #MadeInTheAM so far, they're amazing! i'm so proud, mind following lifesaver?  ÛÓ  12,301",male
"My son, attend to my wisdom,
     And my understanding incline thine ear (God the Father) pv 5-1",male
I have engaged in severely unintelligent behaviour. But thankful for my own nature and recognise my part and know that is not who i am.,female
This blind runner climbed to Machu Picchu in just 13 hours (and is the ultimate #MondayMotivation) https://t.co/JaTbP6saOe @Intrepid_Travel,female
"Build a Transforming Workbench, Desk, and Storage Unit: If you donÛªt have a lot of space, you need to make cre... https://t.co/1jD7UJHZSs",male
Yessss! Finally @RomanAtwood made a hour long vlog time to sit back and relax,male
"The realist person I know, my boy #jr. I'm gonna make it happen for us! https://t.co/ChW2VSf3Oj",male
@Archangel_One it's a Yurei and something about the mystery of peony lanterns. I love it.,female
Nigeria doesn't have leaders that's are interested in the people and standard of living yet.,male
Don't ask me something and then get mad when I tell you,female
"Noah's sister just called him a ""fucking brat"" because she's the best. #TheAffair",female
Scientists think the secrets of the ocean's 'twilight zone' could help save the planet https://t.co/T8f7BN6jXW,male
"Oh man, this is interesting... I thought I was the only one. I feel bad for the kid who I hit in the face when I... https://t.co/SGdZg5qThM",male
@BeenTheReck no longer bout the love for music... only bout the cash now,male
"Easy, easy
Pull out your heart
To make the being alone
Easy, easy",male
"@hydro23 @NFLFilms @nflnetwork yo wait, the culprit found out immediately when it was airing again and set the recording too. #madeAmends",male
punch me in the face and tell me its real,female
@StephMcMahon @TripleH Great picture...congratulations and happy anniversary _Ù÷Û hope you have many more happy years together..._,female
@TheRealJonHutch @LifeIsStrange Me too. I keep listening to Spanish Sahara and Obstacles to continue making myself cry. #PricefieldForever,female
lol time warner cable is literally the worst,female
"@mikefirbank I think Just Seventeen told me to do this, in the 90s. WHY I retained, and misremembered, that information is a mystery.",female
"Hi @Harry_Styles _Ù÷
@sparksflylarry 's birthday is today!! _Ù_â
so can you make her dream come true,
and follow her? Pls, she loves you _ÙÕ¥ 
-188",male
GLENN IS NOT DEAD OMG IM CRYING THAT WAS NICHOLAS'S BLOOD AND HOLY MOLY IM SO HAPPY IM SOBBING #TheWalkingDead,female
I'd take a whole extra year of calculus if it somehow meant I could lose just 5 pounds and keep it off for once in my goddamn life,male
And obv watch it _Ù÷ _ÙÒ_ https://t.co/pA8dbluDpN #GoInwards #Understatedinc,female
@FE_ptr Good luck to you and your team tonight :D,male
And then I got to hang out with Jack! #soCute https://t.co/ibjjJZSNdU,female
@AgentMelMay the strongest fighter and the biggest thread to my master.,male
I hate when I'm looking threw twitter and I come upon someone I'm following but never hit the follow button for... Immediate unfollow ..,male
i wore high heels and i feel like my back is going to break ; my legs are trembling and i end up w few brises,female
Breaking Sunderland is indanger of losing their position at the bottom of the league table as Chelsea mounts pressure.,male
I cant spot the bs a mile away,male
@GennaBain its just a jump to the left,male
"@strictmachine Found mooshrooms at -6700,+4100. Dragged 3 back 99% of the way and then 2 FELL IN A FUCKING HOLE AND DIED. Ergh.",male
@Netjeretkhau if only we could convince the Chinese that asswipe spleen makes the yang hard we could hunt them to extinction for profit. _Ù÷__Ù÷Á,male
Studio set up on the blog: https://t.co/pJfgYpGmEW... https://t.co/Isa0xm8CYG,female
Gideon Osborne should listen to @johnmcdonnellMP and reverse cuts to #taxcredits #mcfandom,male
"Did you know that the wraps make a PERFECT add-on product for your clients???_ «_Ù_I have helped:
_Ù_ Nail lady... https://t.co/6MXxSwcuI0",female
You Text Me and it's been almost a month . And you ask about something that happened at my school . But can't just text me to say hey _Ù÷Õ,female
my pick is so faded now I showed it to my aunty and she managed to rub off half of the 1D on the front and the ram was already faded _Ù÷__Ù÷__Ù÷__Ù÷__Ù÷_,female
Great opportunity for under represented undergrads! Share if you know any budding wetland scientists! https://t.co/QMO0EsoLOq,male
@katflorek can i take you to my senior prom? Ive never been to one and we can turn up,female
"Tony Blair: ""you canÛªt say"" he and Bush ""bear no responsibility for the situation in 2015.Û https://t.co/F3djCcXf37",male
Putting a toe back in the water,female
"Mad cause I get along with your child's mother cause she cool af and you green to her for no reason , if you don't got her I do wtf",female
Man Went Snorkeling and Discovered THIS at the Bottom of ... https://t.co/6hwiyi6IeS https://t.co/p3d23Pi99g,female
"@DanielWickham93 Don't think MB and ISIS could be viewed in the same light, or even compared..",male
In bed with a bottle of Pinot noir and watching Halloween II directed by Rob Zombie these are what dreams are made of,female
"The fun thing about having a vagina is waking up not knowing if you need to get fucked, want to get fucked up, or have zero fucks to give.",female
Qmd ir ao rock in rio 2016 para ver the weeknd,female
@leaaaahtopp she does porn as well now apparently and she charges bare dolla for it _Ù÷â_Ù÷â,male
"I need like $40,000 and a boyfriend",female
I need to know the story behind this :) https://t.co/nGyIjjZZaO,male
@beatrixfuriosa she said she would kill keylor navas and went on a rant about how his mission is to take over iker's legacy,female
currently being the best aunt and wearing a minion shirt to take Kensli to VOLoween _Ù÷É https://t.co/lLFaoOWDSx,female
@nteoniro not necessarily. I see him as actually taking mata's spot. He needs chaos to function and maybe coming off the bench.,male
It's so awkward. I'm with my friend and her friends came over and I don't know them an I'm just sitting on my phone.,female
I really just need to ask this question and get my answer and I'll be okay.,female
"EVERYDAYILOVEYOU Forevermore

and what makes it last

#PushAwardsLizQuens",male
"@HoopsmanBrian @doniemccourt before game and after it signed shirt from all the players and a match ball, a United shirt as well",male
"@Caren329 @NantzJuDo4ever @CapeMcMoose She finally is breaking away from the daytime stigma, I could never wish her back.",female
"I love basketball more than football, but the NFL is just better than the NBA.",male
@katieliddlee that isn't funny I had just rolled out of bed and was crying and still asleep _Ù÷â_Ù÷Ô,female
@smitten_kitten_ And it would probably be 15 back for 10 lost.,male
People assume the funniest stuff _Ù÷â,female
"The movie is here: https://t.co/ziGg6JWbXn
Girl in sexy stockings Valentina Nappi does great oral and perfectly taÛ_ https://t.co/98ZkaFBu0C",female
@teddyboylocsin @ABSCBNNews I live in America but he looked so well fed &amp; his wife looked like she just got out of the gluta and hair salon!,female
@unclutching aweeeee well then how in The world did I end up in your following list? _Ù÷¥,female
"Telstra's thoughts about the Internet of Things including Infrastructure enables innovation - makes senses. 

https://t.co/1kdZhpARQn",male
Where the $8's lobbies at? Lol @Kynarrr @PapiCoast @GlockCityy @SemperFPS @T1Enjoy @,male
"happy birthday to this munchkin_ü she is 18 and still a baby, love you bum_Ù_ä_Ù÷ö https://t.co/BVJKib0TEn",female
@JohannaaJoness the 12 penisies arr not happy,female
"I'm gonna screenshot some of the scenes of the episode today. 
#OTWOLHappyTimes
#PushAwardsJaDines",male
@LanceSilver1 if shapiro &amp; christie are paying off these muslims theyre getting a huge sum- kickback from it. Follow the $.,female
"we're smoking, drinking, got the hooker thinking",male
"""Following Ryan's plan, in 35 years we would have nothing left over after paying for the military."" - @DeanBaker13 https://t.co/d4LFgaYQcf",male
"@Sha7odaaa join the club. _Ù÷â_Ù÷â
I can't get it out ffs _Ù÷_",male
Listen: @harry_square - The Pig Hunter (@burakandemre Rmx) on #RenaissancePodcast 22/10/15 https://t.co/BS9DfvBpiv #dj #EDM #madeinitaly,male
America is finally wiping the dirt out of its eyes. https://t.co/vpoadXpThL,male
I deserve to be happy.. Time to bitch up and stop caring for sorry ass ppl..,female
The Weeknd -Wicked games_Ù÷_Ù_¤,female
@legsidelizzy Manzoor was the fatal one. Meacher just a flesh wound.,male
The best is when I go to my doctors&amp; all the girls who work there say I'm the happiest pregnant girl they've ever seen &amp; im always glowing_Ù÷_ÙÕ¥,female
This girl from the A jus told me I remind her of young Dro naw I ain't lose my baby mama to a dyke _Ù÷â_Ù÷â_Ù÷â_Ù÷â_Ù÷â_ÙÕÛ_ÙÕÛ_ÙÕÛ,male
"@dna @BeingSalmanKhan its really touching, Salman Khan this is the best &amp; biggest award for Bajrangi Bhaijaan film _Ùª",female
When you eat crackers and all the mushiness accumulates at the back of your mouth. #firstworldproblems #tbh #crackerproblems,female
Anybody who hates candy corn hates Halloween and therefore is just a party pooper without any holiday spirit,female
@carole_bouchard You know that the translator changes Rosol to Aerosol LOLOLOL,male
@RoadTrip3000 I'm scared but excited at the same time,female
@tlw716 Apparently his wife went HAM on the tweeps last night,male
So clearly we both have things that are unfair to each other. This is going to be fun and evil at the same time.  https://t.co/7caKHf8ZPy,female
"Please don't take this personal
But you ain't shit
And you weren't special
Til I made you so
You better act like you know",female
"People have ""over-protective"" and controlling soooo mixed up these days damn",female
@spiderfangirl12 @TheEllenShow @andylassner I THOUGHT I WAS THE ONLY ONE,female
Lo mein and a doughnut would be better. I am also a straight male,male
Who can come up to Springs and get Marisa pj and myself I'll fill up tank,male
YES. And you just want to sink into the earth and bury yourself alive right then and there.  https://t.co/sKCotYpWU5,female
Hello from the other side,female
The idea of growing old sounds whack as fuck. I wanna die young.,male
@HayleyAtwell @MMDogRescue If you can get a cute puppy to join you on a dubsmash....u are the greatest woman alive!!!,male
The University of Kansas Student Senate voted to remove gender specific pronouns from their Rules and Regs. Really proud of my alma mater.,male
@TweetsByCollin I have a step-cousin-or-other in Italy right now. The FB posts are garbage. What should I do?,male
@MrBeanerCop @BiscuitsGO you can trade it for keys and get whatever item you want,male
@Im_raiissa I know about the Packers and Patriots. They are pretty good,male
"Getting ready to become a media Ninja! Check out @preendotme and their incredible make-up, skincare and hair tutorials and inspirations.",female
You decide what you are willing to do and give for what you will achieve,female
@Yobaere depends on the context. Are you recounting events or is this about to happen. I might be wrong though,male
Later after doing work all day I'm gonna eat leftover eggplant &amp; cry over the office finale _ÙªÄ,female
I'm going to be here a while... the temptation to order a dominos is almost overwhelming.,male
"@Harry_Styles thank you for being so genuine and an incredible human. You're so selfless and humble, would you mind following me? ÛÓ 108,648",female
Those two are probably the most loved in-screen child soldiers in history,male
Don't know what to think of the human centipede tbh,female
"Build a Transforming Workbench, Desk, and Storage Unit https://t.co/BnFSy313xS https://t.co/Vj7ZOGsyv1",male
